run,false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
1,0.148,0.7599221902017291,0.7615112160566706,0.8348587896253602,0.8358913813459268,0.6536714697406341,0.654073199527745
1,0.149,0.7609221902017291,0.7615112160566706,0.8348587896253602,0.8358913813459268,0.6536714697406341,0.6564344746162928
1,0.15,0.7609221902017291,0.7626918536009445,0.8358587896253602,0.8358913813459268,0.656671469740634,0.6576151121605667
1,0.151,0.7619221902017291,0.7674144037780402,0.8358587896253602,0.8358913813459268,0.658671469740634,0.6576151121605667
1,0.152,0.7619221902017291,0.768595041322314,0.8368587896253602,0.8394332939787486,0.6601123919308357,0.6576151121605667
1,0.153,0.7629221902017291,0.768595041322314,0.8398587896253602,0.8394332939787486,0.6601123919308357,0.6587957497048406
1,0.154,0.7629221902017291,0.7697756788665879,0.841299711815562,0.8406139315230224,0.6621123919308357,0.6599763872491146
1,0.155,0.7639221902017291,0.7709563164108618,0.842299711815562,0.8406139315230224,0.6641123919308357,0.6599763872491146
1,0.156,0.7659221902017291,0.7709563164108618,0.843299711815562,0.8406139315230224,0.6655533141210375,0.6623376623376623
1,0.157,0.7659221902017291,0.7709563164108618,0.843299711815562,0.8417945690672963,0.6694351585014409,0.6623376623376623
1,0.158,0.7679221902017291,0.7721369539551358,0.844299711815562,0.8417945690672963,0.6694351585014409,0.6623376623376623
1,0.159,0.7693631123919309,0.7733175914994097,0.845299711815562,0.8429752066115702,0.6694351585014409,0.6623376623376623
1,0.16,0.7703631123919308,0.7733175914994097,0.8467406340057637,0.8441558441558441,0.6728760806916426,0.6623376623376623
1,0.161,0.7703631123919308,0.7768595041322314,0.8467406340057637,0.846517119244392,0.6753170028818444,0.6623376623376623
1,0.162,0.7723631123919308,0.7780401416765053,0.8507406340057637,0.8476977567886659,0.6773170028818444,0.6635182998819362
1,0.163,0.7753631123919309,0.7792207792207793,0.8507406340057637,0.8476977567886659,0.6787579250720461,0.6646989374262101
1,0.164,0.7763631123919308,0.7804014167650531,0.8531815561959655,0.8476977567886659,0.6797579250720461,0.6646989374262101
